Employee_id,First_Name,Last_Name,Age,Gender,Date_of_Birth,Date_Joined,Date_Resigned,Department,Salary,Performance_level
562,Kevin,Hernandez,53,Female,1971-06-27,2021-01-08,2027-08-11,Marketing,121912,Outstanding
563,Courtney,Parker,34,Female,1990-08-19,2020-03-10,2026-08-05,Marketing,194436,Outstanding
564,Erica,Harris,57,Female,1967-10-02,2022-07-04,2027-09-05,Finance,57242,Exceeds
565,Brittney,White,47,Male,1977-12-31,2019-04-01,2025-09-03,HR,150642,Below
566,Dalton,Jimenez,53,Male,1971-06-03,2023-03-06,2026-03-12,Customer Service,103021,Below
567,Cheryl,Lee,53,Male,1971-07-16,2021-07-06,2025-02-02,IT,56479,Needs Improvement
568,Alyssa,Lopez,60,Female,1964-10-12,2021-05-10,2025-10-10,Sales,6051,Meets
569,Barbara,Wagner,38,Female,1986-06-27,2020-03-10,2025-01-01,HR,59186,Meets
570,Brown,Washington,18,Female,2006-01-02,2022-10-11,2027-07-03,Finance,54687,Outstanding
571,Christopher,Stuart,28,Female,1996-10-29,2023-01-11,2027-04-03,HR,72209,Outstanding
572,Cheryl,Bowman,42,Female,1982-08-21,2021-11-12,2027-06-05,Customer Service,170650,Below
573,Erin,Berg,58,Female,1966-03-26,2021-08-06,2026-10-10,Engineering,105296,Needs Improvement
574,Kelsey,Hanson,64,Female,1960-06-10,2022-03-04,2027-09-10,Sales,57597,Outstanding
575,Miranda,Gaines,42,Male,1982-01-11,2022-12-02,2025-04-03,Customer Service,30398,Needs Improvement
576,Diana,Cain,68,Male,1956-01-17,2023-12-03,2025-10-02,Sales,82030,Below
577,Michelle,Kim,53,Female,1971-01-29,2021-02-03,2026-08-06,Sales,188277,Below
578,Adam,Hamilton,36,Male,1988-03-31,2018-02-09,2027-04-11,Operations,165328,Exceeds
579,Brian,Young,44,Female,1980-04-27,2022-08-10,2026-04-06,Sales,109057,Exceeds
580,Dawn,Norton,58,Female,1966-07-08,2021-05-08,2025-07-06,Customer Service,106943,Exceeds
581,David,Henderson,20,Female,2004-12-26,2018-06-04,2025-03-07,IT,91547,Outstanding
582,Mark,Smith,69,Male,1955-03-16,2022-08-04,2025-08-01,Customer Service,133808,Needs Improvement
583,Timothy,Williams,49,Female,1975-03-25,2023-07-01,2025-06-04,HR,128090,Exceeds
584,Matthew,Rodriguez,66,Female,1958-04-28,2022-02-07,2026-12-06,Customer Service,192545,Outstanding
585,Micheal,Robinson,47,Male,1977-05-27,2020-07-05,2026-01-09,Finance,116567,Below
586,Jessica,Melton,58,Male,1966-08-12,2020-03-06,2027-06-03,Finance,38066,Outstanding
587,Susan,Huber,41,Male,1983-05-24,2021-06-12,2027-08-02,Customer Service,102836,Below
588,Michael,Cruz,27,Male,1997-09-16,2020-08-02,2026-09-10,IT,84365,Outstanding
589,Kevin,Ayala,23,Male,2001-06-04,2021-04-12,2025-08-08,Finance,143909,Needs Improvement
590,Rachel,Barnes,43,Female,1981-05-31,2023-03-07,2025-09-04,Finance,55079,Meets
591,Ricky,Rodriguez,51,Female,1973-02-19,2020-04-07,2025-12-23,Engineering,2598,Meets
592,Joseph,Torres,27,Female,1997-03-31,2021-02-05,2027-01-08,Customer Service,139063,Meets
593,Justin,Willis,51,Female,1973-10-14,2019-07-08,2025-06-17,Operations,127531,Exceeds
594,Matthew,Smith,55,Female,1969-12-09,2023-06-09,2025-01-06,Operations,52300,Outstanding
595,Douglas,Cole,50,Female,1974-01-01,2020-09-04,2027-10-11,Finance,89167,Exceeds
596,Greg,Ellis,68,Male,1956-07-11,2023-02-05,2025-07-02,Operations,188345,Exceeds
597,Jacob,Lee,28,Male,1996-07-02,2022-05-07,2026-01-04,Marketing,11558,Below
598,Laurie,Mcconnell,67,Female,1957-06-23,2022-07-07,2027-01-05,Customer Service,33536,Needs Improvement
599,Joshua,Thomas,32,Female,1992-08-16,2020-12-06,2025-06-26,HR,124372,Below
600,Sherry,Jones,33,Female,1991-04-16,2023-04-12,2025-12-05,Engineering,137220,Below
601,Jessica,Steven,32,Female,1992-12-04,2022-04-08,2027-08-10,Operations,54769,Exceeds
602,Jennifer,Oconnell,66,Female,1958-03-09,2022-09-09,2025-09-03,Finance,58004,Below
603,Kevin,Cole,65,Female,1959-03-21,2021-11-09,2028-11-06,Customer Service,119594,Exceeds
604,Jeffrey,Horton,53,Female,1971-05-05,2020-03-04,2027-07-09,Marketing,158129,Below
605,Cynthia,Gardner,53,Female,1971-11-11,2020-01-03,2027-07-07,Operations,126197,Exceeds
606,Davis,Parker,46,Male,1978-07-22,2019-06-12,2025-06-04,Engineering,42111,Outstanding
607,Mary,Carter,18,Male,2006-05-19,2023-04-10,2026-07-10,Sales,129734,Below
608,Cynthia,Sanders,45,Male,1979-07-08,2021-02-07,2028-08-05,Sales,99579,Below
609,Terri,Snyder,46,Female,1978-05-15,2020-12-04,2026-07-05,Customer Service,42935,Outstanding
610,Rebecca,Haley,35,Female,2019-12-29,2021-01-10,2025-10-05,HR,180262,Exceeds
611,Rhonda,Olson,18,Male,2006-07-05,2019-09-10,2025-02-01,Customer Service,74153,Outstanding
612,Kenneth,Pitts,23,Male,2001-09-17,2023-05-08,2025-04-09,IT,4676,Meets
613,Christopher,Lutz,68,Male,1956-12-05,2021-05-09,2025-02-05,IT,166731,Outstanding
614,Steven,Buchanan,37,Male,1987-10-15,2022-11-17,2028-03-01,HR,159148,Below
615,Shawn,Nelson,25,Female,1999-11-28,2021-06-06,2027-10-07,HR,172234,Meets
616,Dennis,Castillo,43,Male,1981-01-01,2020-07-04,2026-08-12,Sales,99901,Outstanding
617,Jennifer,Burnett,41,Male,1983-02-24,2018-07-04,2025-09-03,Engineering,88777,Meets
618,Michael,Haney,63,Female,1961-04-19,2021-09-08,2027-06-04,Operations,106662,Outstanding
619,Tracy,Ritter,37,Female,1987-11-22,2020-04-08,2026-11-01,HR,147175,Exceeds
620,Marissa,Downs,47,Female,1977-08-01,2020-05-11,2027-12-02,Engineering,73024,Outstanding
621,Anna,Horton,50,Male,1974-11-10,2021-07-07,2025-12-01,Customer Service,172561,Outstanding
622,Kenneth,Smith,44,Male,1980-05-23,2020-02-04,2026-10-05,Sales,124217,Outstanding
623,Sabrina,Bennett,47,Male,1977-11-10,2021-12-08,2025-12-11,HR,99023,Needs Improvement
624,James,Beard,24,Male,2000-09-19,2022-07-10,2025-03-09,Marketing,90361,Below
625,Stephanie,Carroll,30,Male,1994-05-25,2020-07-04,2025-01-06,Finance,149487,Outstanding
626,Donald,Johnson,18,Male,2006-09-04,2020-09-04,2026-03-05,IT,93125,Below
627,Zachary,Wood,40,Male,1984-03-02,2021-08-02,2026-06-04,Engineering,169852,Outstanding
628,Nicolas,Garcia,18,Male,2006-07-20,2021-04-04,2026-06-03,Sales,4019,Meets
629,David,Oliver,51,Male,1973-03-06,2023-05-10,2027-10-02,Marketing,141624,Needs Improvement
630,Heather,Davis,23,Female,2001-04-05,2023-01-05,2026-12-02,HR,74468,Meets
631,Bruce,Perkins,46,Female,1978-11-26,2023-04-08,2027-12-18,Engineering,47635,Exceeds
632,Amanda,Flores,51,Male,1973-08-25,2021-05-06,2026-11-12,Sales,143291,Below
633,Madison,Pearson,68,Male,1956-02-24,2023-07-07,2027-03-09,Sales,173165,Exceeds
634,Joshua,Hodge,46,Female,1978-08-18,2020-06-08,2025-09-08,Sales,180410,Below
635,Kimberly,Cooper,61,Female,1963-02-22,2020-04-06,2027-08-10,Operations,167350,Meets
636,Keith,Gonzalez,24,Male,2000-08-18,2023-07-05,2026-10-10,IT,88485,Meets
637,Emily,Vargas,37,Female,1987-07-14,2022-10-12,2025-09-10,Marketing,101161,Exceeds
638,Aaron,Moore,58,Male,1966-10-13,2021-02-02,2026-12-01,Sales,100852,Exceeds
639,Benjamin,Turner,37,Female,1987-03-25,2022-02-06,2025-05-11,Finance,103265,Outstanding
640,April,Villanueva,29,Male,1995-12-28,2020-02-10,2025-06-02,Engineering,195594,Meets
641,William,Davis,37,Female,1987-09-26,2021-08-08,2026-02-04,IT,3620,Outstanding
642,Jose,Woods,70,Female,1954-10-29,2021-03-03,2027-12-04,IT,10342,Meets
643,Darren,Woods,39,Female,1985-04-14,2017-12-08,2027-07-11,Marketing,131531,Needs Improvement
644,Jennifer,Conrad,37,Male,1987-05-26,2023-09-02,2027-02-10,Engineering,197990,Exceeds
645,Alexandra,Green,44,Male,1980-01-12,2022-09-05,2026-02-03,Finance,133963,Outstanding
646,Dawn,Nichols,22,Female,2002-03-30,2023-07-07,2027-07-12,IT,139339,Exceeds
647,William,Howard,49,Male,1975-05-28,2020-03-09,2026-03-05,IT,54570,Below
648,Calvin,Jones,21,Male,2003-07-08,2018-08-07,2027-12-31,Customer Service,47159,Outstanding
649,Madeline,Bender,69,Male,1955-09-12,2020-02-08,2027-06-03,Sales,163622,Exceeds
650,Debra,Burke,20,Male,2004-05-08,2022-02-06,2027-01-01,IT,46302,Meets
651,John,Baker,42,Male,1982-11-27,2022-03-08,2027-09-06,Operations,120883,Outstanding
652,David,Anderson,48,Female,1976-03-24,2022-03-08,2025-12-02,Customer Service,157052,Exceeds
653,Zachary,Willis,65,Male,1959-04-13,2022-05-04,2025-01-10,Marketing,41837,Needs Improvement
654,David,Thomas,49,Male,1975-11-03,2021-06-01,2027-09-12,Marketing,99251,Below
655,Stephanie,Mcdonald,32,Male,1992-06-01,2019-04-09,2026-09-12,HR,98384,Outstanding
656,Margaret,Branch,21,Male,2003-06-28,2021-01-06,2028-01-08,Customer Service,156866,Exceeds
657,Peter,Mccarty,23,Male,2001-07-08,2023-03-09,2027-10-08,Customer Service,5281,Exceeds
658,Timothy,Patel,42,Male,1982-09-07,2021-03-10,2026-10-01,Sales,184469,Exceeds
659,Smith,Thompson,33,Male,1991-06-26,2020-03-08,2026-08-08,IT,63082,Needs Improvement
660,Briana,Larson,68,Female,1956-10-04,2023-05-02,2027-03-09,Engineering,141147,Needs Improvement
661,Sheryl,Mccoy,45,Female,1979-08-27,2021-08-01,2027-03-12,Marketing,101160,Outstanding
662,Michael,Hebert,70,Female,1954-02-17,2022-02-09,2026-01-02,HR,166021,Meets
663,Richard,Gay,49,Female,1975-10-17,2020-10-09,2028-08-11,Engineering,133795,Exceeds
664,David,Walsh,27,Female,1997-03-20,2022-05-10,2026-12-03,Engineering,98729,Below
665,Matthew,Lam,32,Female,1992-07-04,2020-03-03,2028-04-09,Finance,146814,Meets
666,Daniel,Boyle,63,Female,1961-08-21,2023-02-10,2027-12-08,Operations,193886,Needs Improvement
667,Maria,Watson,58,Female,1966-03-24,2018-03-07,2025-07-12,Engineering,189724,Exceeds
668,Amy,White,64,Female,1960-11-06,2020-02-03,2026-07-01,Finance,98081,Meets
669,Mark,Hall,64,Female,1960-03-06,2023-11-02,2025-06-05,Operations,73673,Needs Improvement
670,Angela,Carter,33,Female,1991-01-23,2020-01-07,2027-10-03,Sales,13191,Exceeds
671,Silva,Black,38,Female,1986-06-30,2022-03-12,2026-06-06,Finance,86701,Needs Improvement
672,Brett,Casey,30,Male,1994-09-27,2022-12-06,2026-02-05,Sales,15308,Needs Improvement
673,David,Christensen,28,Male,1996-08-07,2022-02-01,2025-11-11,HR,31411,Meets
674,Sandra,Kane,43,Female,1981-07-18,2020-09-08,2028-09-02,Finance,189902,Meets
675,Debra,Mitchell,20,Female,2004-08-23,2022-06-08,2026-09-10,Finance,7834,Needs Improvement
676,Larry,Braun,42,Female,1982-12-23,2020-10-06,2026-08-08,Engineering,150117,Meets
677,Alexis,Patterson,37,Female,1987-01-27,2023-07-08,2027-11-02,Engineering,161713,Exceeds
678,Janet,Romero,21,Female,2003-12-05,2021-09-11,2027-04-03,Sales,180932,Outstanding
679,Anderson,Patton,60,Female,1964-08-24,2022-02-04,2025-09-10,Engineering,196751,Below
680,Gabriel,Rojas,34,Male,1990-10-22,2019-05-01,2027-02-02,Engineering,158137,Outstanding
681,Matthew,Wolf,56,Female,1968-04-07,2021-02-05,2028-08-12,Engineering,114511,Exceeds
682,William,Obrien,22,Female,2002-01-02,2022-02-02,2027-03-01,Operations,63208,Exceeds
683,Kelsey,Martin,48,Female,1976-03-28,2023-05-11,2025-04-08,Marketing,157133,Meets
684,Jennifer,Gonzalez,33,Male,1991-02-17,2022-08-06,2027-03-06,Marketing,41130,Below
685,Natalie,Walker,36,Female,1988-03-25,2021-02-05,2026-06-21,Sales,123026,Meets
686,Lisa,Bradford,32,Male,1992-09-26,2019-06-06,2025-11-09,Sales,88053,Below
687,Brian,Rowe,65,Male,1959-04-27,2020-04-08,2028-08-03,Sales,144431,Meets
688,Brian,Mason,56,Female,1968-07-04,2021-09-02,2027-03-08,IT,39303,Outstanding
689,Shirley,Bishop,30,Female,1994-04-01,2023-08-05,2025-12-03,Finance,31085,Meets
690,Robert,Morrison,41,Female,1983-10-25,2021-10-12,2026-09-07,Marketing,131925,Needs Improvement
691,Joshua,Miller,37,Male,1987-02-14,2023-09-01,2027-07-04,Marketing,47289,Meets
692,Brian,Chavez,64,Female,1960-12-23,2020-04-03,2027-04-03,HR,168379,Outstanding
693,Daniel,Sanchez,54,Male,1970-07-17,2022-07-09,2025-01-02,Engineering,116367,Below
694,Jennifer,Wolfe,25,Female,1999-12-28,2020-03-07,2027-11-11,HR,150776,Exceeds
695,Dana,Black,55,Female,1969-09-12,2021-02-06,2027-09-05,HR,6603,Outstanding
696,Stacy,Fuller,56,Female,1968-04-03,2021-05-08,2026-10-02,HR,104355,Meets
697,Tina,Melton,26,Female,1998-03-30,2023-03-02,2026-07-09,Sales,76011,Exceeds
698,John,Young,49,Female,1975-11-29,2023-09-04,2027-08-08,IT,145591,Below
699,Connie,Morgan,27,Female,1997-12-01,2023-04-04,2027-12-04,Customer Service,102410,Below
700,Cynthia,Singh,54,Male,1970-03-19,2022-01-01,2025-08-10,Customer Service,9714,Meets
701,Allison,Johnson,48,Male,1976-12-08,2018-12-02,2027-03-19,HR,142470,Outstanding
702,Marcus,Miller,31,Male,1993-09-25,2019-08-11,2025-01-07,Customer Service,74763,Below
703,Matthew,Burke,41,Female,1983-04-06,2023-02-02,2026-04-08,IT,129134,Outstanding
704,Kenneth,Thomas,55,Female,1969-05-16,2021-07-06,2026-04-12,HR,113724,Outstanding
705,Sharon,Foster,54,Female,1970-04-13,2021-05-07,2027-05-01,Engineering,184312,Outstanding
706,Nicole,Smith,25,Male,1999-10-22,2020-03-04,2026-05-05,HR,157993,Needs Improvement
707,Brittany,White,59,Male,1965-01-28,2021-07-03,2028-10-09,Customer Service,59836,Exceeds
708,Taylor,Flores,64,Male,1960-07-17,2023-07-11,2026-06-11,Sales,138638,Exceeds
709,James,Martinez,45,Male,1979-05-16,2023-03-04,2027-04-11,Customer Service,91898,Needs Improvement
710,Jason,Campbell,51,Male,1973-08-17,2021-03-02,2027-10-04,Marketing,11684,Exceeds
711,Lauren,Rivera,55,Male,1969-09-30,2021-07-03,2027-12-06,IT,39356,Needs Improvement
712,Erica,Weber,35,Female,1989-12-23,2018-04-12,2028-05-08,Finance,36183,Below
713,David,Brittney,63,Female,1961-03-27,2021-05-11,2027-02-01,Operations,30361,Outstanding
714,Nielsen,Jackson,35,Female,1989-04-01,2022-02-05,2026-06-01,Operations,102081,Outstanding
715,Janice,York,44,Female,1980-06-22,2023-02-03,2026-06-12,Sales,5406,Needs Improvement
716,Michael,Ramos,56,Female,1968-11-15,2022-01-07,2027-07-10,Engineering,123607,Needs Improvement
717,Michael,Clayton,63,Female,1961-02-25,2021-01-12,2027-08-12,Sales,179618,Needs Improvement
718,Jason,Vasquez,25,Male,1999-06-30,2020-02-03,2027-08-11,Finance,53779,Outstanding
719,Steven,Jay,32,Female,1992-11-22,2022-09-02,2027-01-02,HR,107964,Outstanding
720,Brittany,Becker,67,Female,1957-10-11,2023-05-06,2027-02-05,Marketing,80014,Exceeds
721,Marco,Webb,24,Male,2000-03-31,2023-05-02,2027-07-01,Marketing,107065,Outstanding
722,Gregory,Huerta,37,Female,1987-03-02,2020-02-07,2027-06-07,Marketing,185717,Needs Improvement
723,Brittany,Hart,20,Female,2004-01-18,2019-08-10,2027-08-07,IT,166311,Meets
724,Gerald,Benitez,52,Female,1972-12-23,2022-01-04,2025-08-05,Engineering,181380,Below
725,Jennifer,Garza,46,Female,1978-03-08,2020-07-10,2028-06-04,Customer Service,30333,Meets
726,Jessica,Sanders,63,Male,1961-06-29,2021-06-08,2027-09-09,Operations,92209,Outstanding
727,Jennifer,Edwards,18,Male,2006-05-18,2020-01-04,2028-01-11,Engineering,83613,Meets
728,Angela,Berry,24,Male,2000-06-20,2019-03-11,2025-12-08,Sales,198189,Meets
729,Rebecca,Waters,51,Female,1973-12-14,2023-05-08,2026-06-10,Sales,165087,Meets
730,Blake,Gonzalez,66,Male,1958-02-20,2019-02-12,2026-11-01,Customer Service,72833,Needs Improvement
731,Cameron,Hernandez,52,Male,1972-03-26,2020-08-04,2028-03-03,Engineering,13130,Meets
732,Tracie,Davis,51,Male,1973-04-03,2021-11-03,2025-11-12,Marketing,177650,Needs Improvement
733,David,Horne,29,Female,1995-02-13,2019-03-05,2027-07-10,Operations,112533,Needs Improvement
734,Patricia,Hicks,48,Female,1976-05-15,2020-06-07,2028-10-03,Finance,156720,Meets
735,Payne,Bennett,63,Female,1961-10-18,2020-07-01,2026-02-10,Operations,170622,Needs Improvement
736,Erin,William,43,Female,1981-01-14,2021-02-09,2027-08-08,Marketing,174201,Exceeds
737,Beverly,Kerr,24,Male,2000-04-11,2020-05-07,2026-03-08,Sales,96590,Meets
738,Roger,Greene,57,Male,1967-03-16,2019-03-06,2027-10-10,HR,139330,Needs Improvement
739,Meredith,Parker,21,Male,2003-08-23,2023-08-02,2025-12-03,Marketing,97758,Outstanding
740,Steven,Graves,19,Male,2005-12-07,2020-05-03,2026-04-09,Engineering,179957,Exceeds
741,Wolf,Miller,57,Female,1967-08-09,2022-01-12,2026-11-03,Customer Service,171676,Exceeds
742,Jeremy,Duran,19,Female,2005-12-31,2020-01-06,2028-10-12,Customer Service,144490,Needs Improvement
743,Brian,Allen,56,Female,1968-07-02,2022-02-03,2027-08-05,Customer Service,86951,Needs Improvement
744,Carol,Harris,47,Female,1977-09-15,2022-06-02,2027-07-01,Operations,183174,Needs Improvement
745,David,Wyatt,35,Female,1989-01-28,2022-04-08,2026-06-05,Customer Service,39954,Exceeds
746,Angela,Murphy,67,Male,1967-03-15,2021-03-02,2026-11-06,IT,85202,Exceeds
747,Brittany,Jennings,29,Male,1995-11-27,2022-07-12,2027-11-11,IT,56865,Meets
748,Anthony,Flores,26,Female,1998-08-12,2019-03-12,2028-06-08,Engineering,126834,Needs Improvement
749,Curtis,Yu,30,Male,1994-06-03,2021-02-12,2027-07-03,Finance,41357,Needs Improvement
750,William,Smith,67,Male,1957-05-25,2021-05-01,2028-02-06,Operations,132723,Needs Improvement
751,Mallory,Rice,60,Female,1964-05-28,2021-02-06,2027-12-07,IT,7358,Outstanding
752,Jeffery,Durham,23,Female,2001-03-21,2020-03-02,2027-05-07,Marketing,33991,Exceeds
753,Sarah,Gonzalez,35,Male,1989-06-25,2019-02-06,2026-06-05,IT,169440,Outstanding
754,Johnson,Boyd,46,Male,1978-10-23,2020-02-10,2027-09-10,Operations,156760,Below
755,Eric,Peterson,52,Female,1972-12-17,2020-04-10,2027-10-08,Sales,126391,Outstanding
756,Christine,Ward,70,Male,1954-05-31,2023-09-09,2026-10-12,Marketing,176005,Outstanding
757,Joanne,Carter,29,Female,1995-07-16,2023-04-12,2027-01-11,Operations,64089,Needs Improvement
758,Jocelyn,Brown,58,Male,1966-01-05,2021-12-01,2026-07-04,Marketing,179781,Exceeds
759,Michael,Jordan,25,Male,1999-02-19,2020-03-11,2028-01-10,Marketing,105002,Below
760,Steven,Skinner,52,Male,1972-10-12,2023-02-06,2025-09-02,Marketing,53906,Meets
761,Eduardo,Wu,25,Female,1999-06-23,2020-08-10,2028-05-03,HR,7122,Needs Improvement
762,Leslie,Castro,20,Female,2004-11-07,2022-07-01,2027-12-06,Finance,140375,Below
763,Robin,Douglas,24,Male,2000-08-31,2023-08-07,2025-11-04,IT,130297,Needs Improvement
764,Kathryn,Davis,69,Male,1955-10-20,2020-07-10,2026-08-07,Sales,45923,Exceeds
765,Wayne,Martin,50,Male,1974-07-13,2023-03-01,2027-10-06,Engineering,9444,Outstanding
766,April,Smith,59,Female,1965-10-26,2020-09-07,2027-08-07,Marketing,180569,Needs Improvement
767,Lisa,Alvarado,41,Female,1983-07-31,2023-09-03,2025-11-07,Marketing,86201,Below
768,Julie,Higgins,31,Male,1993-02-15,2023-07-01,2027-12-09,Finance,166412,Exceeds
769,Billy,Richard,47,Female,1977-01-11,2023-08-12,2027-09-10,HR,46000,Exceeds
770,Arthur,Bryant,35,Male,1989-05-11,2020-04-09,2026-08-04,IT,107516,Below
771,Shaw,Yates,58,Male,1966-12-15,2022-05-10,2026-11-11,Finance,138609,Meets
772,Andrew,Fischer,22,Female,2002-05-20,2022-04-04,2025-08-01,Engineering,173762,Exceeds
773,Trevor,Ballard,32,Female,1992-12-13,2022-12-03,2027-05-27,Sales,11799,Below
774,Amanda,Hopkins,68,Female,1956-09-02,2023-09-02,2025-03-06,Sales,40012,Meets
775,Bradley,Reyes,38,Female,1986-12-25,2020-10-07,2026-04-09,Sales,35616,Below
776,Lisa,Case,44,Female,1980-08-03,2023-03-08,2025-05-12,Marketing,178295,Meets
777,Scott,Dawn,66,Male,1958-01-18,2023-07-06,2025-10-09,Finance,160136,Below
778,Laura,Cooper,45,Male,1979-09-19,2020-07-10,2027-12-02,Sales,135924,Outstanding
779,Wendy,Gilbert,45,Male,1979-01-15,2020-06-06,2027-09-03,Finance,110634,Needs Improvement
780,Christopher,Hill,23,Male,2001-10-15,2021-10-09,2026-10-02,IT,2920,Meets
781,Kristen,Harrison,30,Female,1994-06-23,2020-03-01,2026-04-08,Engineering,72265,Exceeds
782,Christine,Shelton,32,Female,1992-03-20,2021-03-01,2028-02-04,Engineering,175077,Meets
783,Cynthia,Suzanne,33,Male,1991-07-03,2023-04-05,2027-08-10,IT,64158,Needs Improvement
784,Valerie,Keith,45,Male,1979-03-25,2021-05-02,2026-10-04,Operations,134045,Exceeds
785,Peter,Dennis,58,Male,1966-11-22,2018-12-01,2026-02-13,Customer Service,56992,Exceeds
786,Jose,Gentry,27,Male,1997-10-18,2023-02-10,2025-09-08,Operations,92439,Needs Improvement
787,Tina,Hale,65,Female,1959-08-28,2022-09-09,2026-08-05,Engineering,9890,Outstanding
788,Christopher,Holt,33,Female,1991-01-17,2019-08-06,2026-09-12,HR,183747,Needs Improvement
789,Lacey,Stout,53,Male,1971-11-16,2020-05-04,2027-08-02,HR,8320,Needs Improvement
790,Ronnie,Anderson,48,Female,1976-01-29,2022-04-02,2025-08-02,Finance,56305,Meets
791,Adam,George,61,Female,1963-06-16,2020-03-08,2027-04-10,Operations,139913,Exceeds
792,Amy,Williams,39,Male,1985-02-18,2020-08-12,2027-06-06,Finance,96734,Outstanding
793,Amy,Johnson,24,Female,2000-10-06,2020-11-05,2026-11-12,Finance,61735,Exceeds
794,Cynthia,Jason,28,Female,1996-08-05,2017-03-07,2025-06-15,Engineering,13035,Below
795,Shannon,Cross,35,Female,1989-04-25,2021-12-04,2026-09-02,Finance,186159,Needs Improvement
796,Valerie,Brown,59,Female,1965-08-01,2022-02-03,2027-01-02,IT,132834,Needs Improvement
797,Christopher,Jones,66,Male,1958-04-05,2021-05-03,2027-09-01,Customer Service,172351,Exceeds
798,James,Green,31,Male,1993-03-29,2019-08-06,2027-02-10,Customer Service,94182,Meets
799,Jennifer,Figueroa,63,Male,1961-11-08,2019-05-12,2027-08-02,HR,63898,Outstanding
800,Brenda,Moore,67,Male,1957-01-14,2023-05-03,2027-07-01,HR,3765,Below
801,Karen,Lopez,33,Female,1991-01-11,2022-03-07,2026-05-05,Finance,40835,Needs Improvement
802,Adrian,Hampton,60,Male,1964-01-14,2022-12-04,2027-02-12,Customer Service,41243,Outstanding
803,Robert,Richard,49,Female,1975-07-26,2020-09-02,2026-01-04,IT,168609,Below
804,Gary,Rodriguez,64,Male,1960-09-17,2020-01-03,2028-10-09,IT,6865,Meets
805,James,Davis,23,Male,2001-02-19,2021-03-08,2027-02-04,Marketing,122998,Needs Improvement
806,Melissa,Walters,56,Male,1968-08-31,2021-03-02,2027-09-04,Engineering,145015,Exceeds
807,Michael,Yang,30,Male,1994-12-23,2020-08-08,2027-03-05,IT,11508,Needs Improvement
808,Hannah,Vasquez,69,Female,1955-01-21,2020-12-07,2026-11-02,Finance,102384,Needs Improvement
809,Pamela,Miller,58,Male,1966-12-01,2022-03-04,2026-09-07,Marketing,95403,Below
810,Michelle,Page,43,Female,1981-11-18,2023-12-10,2027-11-05,Finance,78449,Below
811,Justin,Hughes,34,Female,1990-01-30,2020-01-04,2028-05-05,Marketing,110522,Meets
812,Kurt,Barker,55,Female,1969-10-07,2020-08-09,2027-10-03,IT,124181,Exceeds
813,Sabrina,Blevins,37,Male,1987-10-11,2020-02-07,2027-06-12,Engineering,50480,Below
814,Ana,Freeman,48,Male,1976-08-24,2019-01-09,2027-10-08,IT,120042,Exceeds
815,Tracey,Garrett,39,Female,1985-11-30,2020-10-09,2025-06-24,Sales,149763,Meets
816,Joseph,Brown,64,Male,1960-03-30,2022-08-01,2026-09-07,Marketing,73373,Meets
817,Michael,Elliott,22,Female,2002-12-07,2023-08-04,2027-08-09,Marketing,81334,Outstanding
818,Ryan,Ware,52,Female,1972-11-04,2020-09-12,2028-02-08,HR,172725,Needs Improvement
819,Jackson,Torres,35,Male,1989-02-12,2022-12-07,2027-08-04,IT,7567,Needs Improvement
820,Theresa,Harris,30,Female,1994-09-05,2020-05-08,2027-10-05,HR,157338,Meets
821,Scott,Johnson,44,Female,1980-05-12,2021-01-11,2026-10-01,Sales,34059,Meets
822,John,Wilkins,46,Male,1978-01-16,2019-04-08,2027-10-08,IT,115797,Outstanding
823,Vickie,Bowen,41,Female,1983-06-07,2019-01-11,2027-10-02,IT,154722,Exceeds
824,John,Taylor,28,Female,1996-10-08,2021-08-02,2025-10-10,Operations,79522,Below
825,Christian,Smith,50,Male,1974-09-03,2021-02-01,2028-01-10,Finance,127101,Meets
826,Kevin,Anderson,51,Male,1973-09-30,2023-01-04,2027-09-12,Customer Service,63155,Outstanding
827,Veronica,Cook,47,Male,1977-08-07,2021-08-01,2026-02-03,IT,128886,Meets
828,Shaw,Wu,59,Female,1965-08-26,2020-02-08,2028-10-07,IT,149664,Below
829,Hart,Coleman,35,Female,1989-09-06,2023-03-08,2027-04-02,Finance,13076,Below
830,George,Smith,68,Female,1956-06-11,2020-01-08,2027-10-09,Operations,7156,Outstanding
831,Brandon,Warren,34,Male,1990-12-26,2023-02-12,2025-03-12,HR,108433,Exceeds
832,Blake,Acevedo,32,Female,1992-02-20,2022-05-08,2027-07-03,Finance,9629,Below
833,Catherine,Mejia,18,Female,2006-07-26,2019-08-01,2027-11-10,Marketing,33007,Below
834,Bryan,Bauer,32,Male,1992-03-14,2023-06-09,2025-03-07,Sales,78307,Meets
835,Elizabeth,Odom,57,Male,1967-05-11,2023-10-03,2025-07-02,Marketing,159060,Outstanding
836,Melanie,Andersen,52,Male,1972-04-02,2023-12-01,2025-07-10,Engineering,100441,Needs Improvement
837,Alexa,Rosales,50,Male,1974-06-30,2017-11-02,2025-11-28,Marketing,7106,Exceeds
838,Christopher,Christopher,44,Male,1980-03-19,2020-05-02,2026-08-09,Operations,8234,Outstanding
839,Michael,Bradley,34,Male,1990-08-10,2019-03-11,2027-11-13,IT,113425,Below
840,Edward,Mark,44,Male,1980-07-31,2020-02-02,2026-06-09,Marketing,31702,Below
